,name,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
0,'id-001_timestep-000_task-000',23.66425,0.06675373,22.34711,22.97942,25.678729999999998,3.331615,12.8607,9.289572,15.19266,5.855258999999999,0.128498,0.9831538000000001,0.02725477,0.06764848,0.2195395,0.19228470000000003,2.376182,1.365925,1.959816,1.2811190000000001,0.02598084,1.257845,13.948670000000002,1.000113,7.534062,1.6851470000000002,6.663167999999999,2.168774,-9.30995,-1.440952,0.02650489,0.8652158999999999,1.414134,0.669801,3.4234739999999997,0.4617135,5.497301,1.005487,21.370260000000002,0.3633188,568.4813,0.25524589999999997,1369.499,0.11827570000000001,-147.5589,-0.5858032,1498.819,0.12020879999999999,975.2632,0.18007420000000002,-150.7345,-0.5392545999999999,2593.382,0.05283216,708.3603,0.31763379999999997,-152.4097,-0.5153142,-12.31155,-0.6077594,18.66364,0.49116229999999994,0.0490652,0.42185870000000003,-0.01327642,-1.347586,0.05639818,0.5750635000000001,25.2733,0.4076639,12.907869999999999,0.8710943000000001,14.364,1.195458,-21.113529999999997,-0.6954117,-1.388459,11.55087,0.04394333,0.01918326,0.01529668,2.423263,1.302932,0.19375,0.1245931,0.49111109999999997,0.4546169,-43.01089
1,'id-000_timestep-000_task-000',28.237059999999996,0.2637286,22.89745,27.36032,31.6717,8.774246,201.4106,125.307,135.2012,127.7488,0.2056565,0.7870848000000001,0.02756469,0.1906281,0.3486228,0.3210582,3.5937959999999998,1.516769,2.814737,1.431484,0.05489644,0.9395806000000001,18.06658,0.7589376999999999,9.470124,1.655195,4.902978,2.607948,-12.486189999999999,-1.837418,0.04589754,1.529223,1.673296,0.7409137,3.672793,0.9379175999999999,0.8586188,12.03002,21.31568,0.5485196999999999,643.2429,0.2442551,1436.2420000000002,0.1451772,-140.8998,-0.6176891999999999,1525.818,0.1372438,1069.3339999999998,0.2544013,-142.9921,-0.5727649,2638.4570000000003,0.04401089,688.4847,0.34704470000000004,-144.0885,-0.5516196999999999,-12.18335,-0.7828649000000001,18.94278,0.5244321999999999,0.06541911,0.3102439,-0.01432289,-1.77466,0.0860668,0.5195929,22.98562,0.5990701,13.349,1.217922,10.33265,1.333912,-29.7542,-0.8313337,-6.721914,17.15539,0.04700129,0.00919166,0.04176437,3.968254,2.805611,0.10142860000000001,0.06231913,0.2186667,0.27207509999999996,-38.20262
